Date, Time, Recording onset, Duration, Annotation, Linked channel
22-7月-1994, 23:24:30, 30, 780, Sleep stage W, 
22-7月-1994, 23:37:30, 810, 60, Sleep stage 1, 
22-7月-1994, 23:38:30, 870, 60, Sleep stage W, 
22-7月-1994, 23:39:30, 930, 120, Sleep stage 1, 
22-7月-1994, 23:41:30, 1050, 30, Sleep stage W, 
22-7月-1994, 23:42:00, 1080, 60, Sleep stage 1, 
22-7月-1994, 23:43:00, 1140, 1500, Sleep stage 2, 
23-7月-1994, 00:08:00, 2640, 60, Sleep stage 3, 
23-7月-1994, 00:09:00, 2700, 30, Sleep stage 2, 
23-7月-1994, 00:09:30, 2730, 30, Sleep stage 3, 
23-7月-1994, 00:10:00, 2760, 60, Sleep stage 2, 
23-7月-1994, 00:11:00, 2820, 30, Sleep stage 3, 
23-7月-1994, 00:11:30, 2850, 30, Sleep stage 2, 
23-7月-1994, 00:12:00, 2880, 60, Sleep stage 3, 
23-7月-1994, 00:13:00, 2940, 30, Sleep stage 2, 
23-7月-1994, 00:13:30, 2970, 30, Sleep stage 3, 
23-7月-1994, 00:14:00, 3000, 150, Sleep stage 2, 
23-7月-1994, 00:16:30, 3150, 30, Sleep stage 3, 
23-7月-1994, 00:17:00, 3180, 30, Sleep stage 2, 
23-7月-1994, 00:17:30, 3210, 30, Sleep stage 3, 
23-7月-1994, 00:18:00, 3240, 90, Sleep stage 2, 
23-7月-1994, 00:19:30, 3330, 30, Sleep stage 3, 
23-7月-1994, 00:20:00, 3360, 90, Sleep stage 2, 
23-7月-1994, 00:21:30, 3450, 30, Sleep stage 3, 
23-7月-1994, 00:22:00, 3480, 180, Sleep stage 2, 
23-7月-1994, 00:25:00, 3660, 60, Sleep stage 3, 
23-7月-1994, 00:26:00, 3720, 30, Sleep stage 2, 
23-7月-1994, 00:26:30, 3750, 60, Sleep stage 3, 
23-7月-1994, 00:27:30, 3810, 540, Sleep stage 2, 
23-7月-1994, 00:36:30, 4350, 780, Sleep stage R, 
23-7月-1994, 00:49:30, 5130, 30, Sleep stage 1, 
23-7月-1994, 00:50:00, 5160, 60, Sleep stage 2, 
23-7月-1994, 00:51:00, 5220, 60, Sleep stage R, 
23-7月-1994, 00:52:00, 5280, 960, Sleep stage 2, 
23-7月-1994, 01:08:00, 6240, 30, Sleep stage 3, 
23-7月-1994, 01:08:30, 6270, 30, Sleep stage 2, 
23-7月-1994, 01:09:00, 6300, 30, Sleep stage 3, 
23-7月-1994, 01:09:30, 6330, 30, Sleep stage 2, 
23-7月-1994, 01:10:00, 6360, 30, Sleep stage 3, 
23-7月-1994, 01:10:30, 6390, 420, Sleep stage 2, 
23-7月-1994, 01:17:30, 6810, 90, Sleep stage 3, 
23-7月-1994, 01:19:00, 6900, 150, Sleep stage 2, 
23-7月-1994, 01:21:30, 7050, 30, Sleep stage 3, 
23-7月-1994, 01:22:00, 7080, 120, Sleep stage 2, 
23-7月-1994, 01:24:00, 7200, 30, Sleep stage 3, 
23-7月-1994, 01:24:30, 7230, 120, Sleep stage 2, 
23-7月-1994, 01:26:30, 7350, 60, Sleep stage 3, 
23-7月-1994, 01:27:30, 7410, 2190, Sleep stage 2, 
23-7月-1994, 02:04:00, 9600, 30, Sleep stage 3, 
23-7月-1994, 02:04:30, 9630, 210, Sleep stage 2, 
23-7月-1994, 02:08:00, 9840, 1950, Sleep stage R, 
23-7月-1994, 02:40:30, 11790, 2040, Sleep stage 2, 
23-7月-1994, 03:14:30, 13830, 60, Sleep stage 1, 
23-7月-1994, 03:15:30, 13890, 2130, Sleep stage 2, 
23-7月-1994, 03:51:00, 16020, 270, Sleep stage R, 
23-7月-1994, 03:55:30, 16290, 90, Sleep stage 1, 
23-7月-1994, 03:57:00, 16380, 1440, Sleep stage R, 
23-7月-1994, 04:21:00, 17820, 30, Sleep stage 1, 
23-7月-1994, 04:21:30, 17850, 150, Sleep stage 2, 
23-7月-1994, 04:24:00, 18000, 240, Sleep stage R, 
23-7月-1994, 04:28:00, 18240, 60, Sleep stage 1, 
23-7月-1994, 04:29:00, 18300, 30, Sleep stage R, 
23-7月-1994, 04:29:30, 18330, 120, Sleep stage 2, 
23-7月-1994, 04:31:30, 18450, 90, Sleep stage R, 
23-7月-1994, 04:33:00, 18540, 540, Sleep stage 2, 
23-7月-1994, 04:42:00, 19080, 60, Sleep stage 1, 
23-7月-1994, 04:43:00, 19140, 2610, Sleep stage 2, 
23-7月-1994, 05:26:30, 21750, 60, Sleep stage R, 
23-7月-1994, 05:27:30, 21810, 120, Sleep stage 1, 
23-7月-1994, 05:29:30, 21930, 60, Sleep stage R, 
23-7月-1994, 05:30:30, 21990, 30, Sleep stage 1, 
23-7月-1994, 05:31:00, 22020, 1410, Sleep stage R, 
23-7月-1994, 05:54:30, 23430, 150, Sleep stage W, 
23-7月-1994, 05:57:00, 23580, 30, Sleep stage 1, 
23-7月-1994, 05:57:30, 23610, 90, Sleep stage W, 
23-7月-1994, 05:59:00, 23700, 240, Sleep stage 1, 
23-7月-1994, 06:03:00, 23940, 150, Sleep stage 2, 
23-7月-1994, 06:05:30, 24090, 60, Sleep stage 1, 
23-7月-1994, 06:06:30, 24150, 120, Sleep stage 2, 
23-7月-1994, 06:08:30, 24270, 30, Sleep stage 1, 
23-7月-1994, 06:09:00, 24300, 210, Sleep stage 2, 
23-7月-1994, 06:12:30, 24510, 60, Sleep stage 1, 
23-7月-1994, 06:13:30, 24570, 2190, Sleep stage 2, 
23-7月-1994, 06:50:00, 26760, 120, Sleep stage 1, 
23-7月-1994, 06:52:00, 26880, 120, Sleep stage 2, 
23-7月-1994, 06:54:00, 27000, 90, Sleep stage 1, 
23-7月-1994, 06:55:30, 27090, 450, Sleep stage R, 
23-7月-1994, 07:03:00, 27540, 30, Sleep stage 1, 
23-7月-1994, 07:03:30, 27570, 270, Sleep stage R, 
23-7月-1994, 07:08:00, 27840, 30, Sleep stage 1, 
23-7月-1994, 07:08:30, 27870, 270, Sleep stage R, 
23-7月-1994, 07:13:00, 28140, 450, Sleep stage W, 
