Date, Time, Recording onset, Duration, Annotation, Linked channel
27-7月-1994, 22:40:30, 540, 90, Sleep stage 1, 
27-7月-1994, 22:42:00, 630, 90, Sleep stage W, 
27-7月-1994, 22:43:30, 720, 240, Sleep stage 1, 
27-7月-1994, 22:47:30, 960, 630, Sleep stage 2, 
27-7月-1994, 22:58:00, 1590, 30, Sleep stage 3, 
27-7月-1994, 22:58:30, 1620, 360, Sleep stage 2, 
27-7月-1994, 23:04:30, 1980, 60, Sleep stage 3, 
27-7月-1994, 23:05:30, 2040, 60, Sleep stage 2, 
27-7月-1994, 23:06:30, 2100, 60, Sleep stage 3, 
27-7月-1994, 23:07:30, 2160, 30, Sleep stage 4, 
27-7月-1994, 23:08:00, 2190, 120, Sleep stage 3, 
27-7月-1994, 23:10:00, 2310, 30, Sleep stage 2, 
27-7月-1994, 23:10:30, 2340, 60, Sleep stage 3, 
27-7月-1994, 23:11:30, 2400, 30, Sleep stage 2, 
27-7月-1994, 23:12:00, 2430, 180, Sleep stage 3, 
27-7月-1994, 23:15:00, 2610, 300, Sleep stage 4, 
27-7月-1994, 23:20:00, 2910, 150, Sleep stage 3, 
27-7月-1994, 23:22:30, 3060, 60, Sleep stage 4, 
27-7月-1994, 23:23:30, 3120, 60, Sleep stage 3, 
27-7月-1994, 23:24:30, 3180, 30, Sleep stage 4, 
27-7月-1994, 23:25:00, 3210, 30, Sleep stage 3, 
27-7月-1994, 23:25:30, 3240, 60, Sleep stage 4, 
27-7月-1994, 23:26:30, 3300, 60, Sleep stage 3, 
27-7月-1994, 23:27:30, 3360, 60, Sleep stage 4, 
27-7月-1994, 23:28:30, 3420, 60, Sleep stage 3, 
27-7月-1994, 23:29:30, 3480, 60, Sleep stage 4, 
27-7月-1994, 23:30:30, 3540, 30, Sleep stage 3, 
27-7月-1994, 23:31:00, 3570, 150, Sleep stage 4, 
27-7月-1994, 23:33:30, 3720, 30, Sleep stage 3, 
27-7月-1994, 23:34:00, 3750, 120, Sleep stage 4, 
27-7月-1994, 23:36:00, 3870, 30, Sleep stage 3, 
27-7月-1994, 23:36:30, 3900, 60, Sleep stage 4, 
27-7月-1994, 23:37:30, 3960, 30, Sleep stage 3, 
27-7月-1994, 23:38:00, 3990, 30, Sleep stage 4, 
27-7月-1994, 23:38:30, 4020, 60, Sleep stage 3, 
27-7月-1994, 23:39:30, 4080, 30, Sleep stage 4, 
27-7月-1994, 23:40:00, 4110, 30, Sleep stage 3, 
27-7月-1994, 23:40:30, 4140, 30, Sleep stage 4, 
27-7月-1994, 23:41:00, 4170, 60, Sleep stage 3, 
27-7月-1994, 23:42:00, 4230, 60, Sleep stage 4, 
27-7月-1994, 23:43:00, 4290, 60, Sleep stage 3, 
27-7月-1994, 23:44:00, 4350, 60, Sleep stage 4, 
27-7月-1994, 23:45:00, 4410, 30, Sleep stage 3, 
27-7月-1994, 23:45:30, 4440, 660, Sleep stage 2, 
27-7月-1994, 23:56:30, 5100, 30, Sleep stage 1, 
27-7月-1994, 23:57:00, 5130, 1830, Sleep stage 2, 
28-7月-1994, 00:27:30, 6960, 30, Sleep stage 3, 
28-7月-1994, 00:28:00, 6990, 30, Sleep stage 2, 
28-7月-1994, 00:28:30, 7020, 150, Sleep stage 3, 
28-7月-1994, 00:31:00, 7170, 60, Sleep stage 2, 
28-7月-1994, 00:32:00, 7230, 30, Sleep stage 3, 
28-7月-1994, 00:32:30, 7260, 180, Sleep stage 2, 
28-7月-1994, 00:35:30, 7440, 330, Sleep stage 3, 
28-7月-1994, 00:41:00, 7770, 30, Sleep stage 4, 
28-7月-1994, 00:41:30, 7800, 30, Sleep stage 3, 
28-7月-1994, 00:42:00, 7830, 30, Sleep stage W, 
28-7月-1994, 00:42:30, 7860, 30, Sleep stage 1, 
28-7月-1994, 00:43:00, 7890, 450, Sleep stage 2, 
28-7月-1994, 00:50:30, 8340, 60, Sleep stage 3, 
28-7月-1994, 00:51:30, 8400, 30, Sleep stage 2, 
28-7月-1994, 00:52:00, 8430, 60, Sleep stage 3, 
28-7月-1994, 00:53:00, 8490, 60, Sleep stage 2, 
28-7月-1994, 00:54:00, 8550, 30, Sleep stage 3, 
28-7月-1994, 00:54:30, 8580, 30, Sleep stage 2, 
28-7月-1994, 00:55:00, 8610, 180, Sleep stage 3, 
28-7月-1994, 00:58:00, 8790, 30, Sleep stage 2, 
28-7月-1994, 00:58:30, 8820, 90, Sleep stage 3, 
28-7月-1994, 01:00:00, 8910, 60, Sleep stage 4, 
28-7月-1994, 01:01:00, 8970, 30, Sleep stage 3, 
28-7月-1994, 01:01:30, 9000, 30, Sleep stage 4, 
28-7月-1994, 01:02:00, 9030, 60, Sleep stage 3, 
28-7月-1994, 01:03:00, 9090, 60, Sleep stage 2, 
28-7月-1994, 01:04:00, 9150, 90, Sleep stage 3, 
28-7月-1994, 01:05:30, 9240, 30, Sleep stage 1, 
28-7月-1994, 01:06:00, 9270, 330, Sleep stage 2, 
28-7月-1994, 01:11:30, 9600, 30, Sleep stage W, 
28-7月-1994, 01:12:00, 9630, 30, Sleep stage 1, 
28-7月-1994, 01:12:30, 9660, 870, Sleep stage 2, 
28-7月-1994, 01:27:00, 10530, 30, Sleep stage W, 
28-7月-1994, 01:27:30, 10560, 30, Sleep stage 1, 
28-7月-1994, 01:28:00, 10590, 330, Sleep stage 2, 
28-7月-1994, 01:33:30, 10920, 990, Sleep stage R, 
28-7月-1994, 01:50:00, 11910, 1980, Sleep stage 2, 
28-7月-1994, 02:23:00, 13890, 30, Sleep stage W, 
28-7月-1994, 02:23:30, 13920, 30, Sleep stage 1, 
28-7月-1994, 02:24:00, 13950, 510, Sleep stage 2, 
28-7月-1994, 02:32:30, 14460, 30, Sleep stage 1, 
28-7月-1994, 02:33:00, 14490, 1740, Sleep stage 2, 
28-7月-1994, 03:02:00, 16230, 60, Sleep stage W, 
28-7月-1994, 03:03:00, 16290, 30, Sleep stage 1, 
28-7月-1994, 03:03:30, 16320, 420, Sleep stage 2, 
28-7月-1994, 03:10:30, 16740, 1470, Sleep stage R, 
28-7月-1994, 03:35:00, 18210, 30, Sleep stage 1, 
28-7月-1994, 03:35:30, 18240, 360, Sleep stage 2, 
28-7月-1994, 03:41:30, 18600, 30, Sleep stage W, 
28-7月-1994, 03:42:00, 18630, 60, Sleep stage 1, 
28-7月-1994, 03:43:00, 18690, 270, Sleep stage 2, 
28-7月-1994, 03:47:30, 18960, 30, Sleep stage 1, 
28-7月-1994, 03:48:00, 18990, 120, Sleep stage 2, 
28-7月-1994, 03:50:00, 19110, 30, Sleep stage 1, 
28-7月-1994, 03:50:30, 19140, 1740, Sleep stage 2, 
28-7月-1994, 04:19:30, 20880, 30, Sleep stage W, 
28-7月-1994, 04:20:00, 20910, 90, Sleep stage 1, 
28-7月-1994, 04:21:30, 21000, 720, Sleep stage 2, 
28-7月-1994, 04:33:30, 21720, 30, Sleep stage W, 
28-7月-1994, 04:34:00, 21750, 60, Sleep stage 1, 
28-7月-1994, 04:35:00, 21810, 150, Sleep stage 2, 
28-7月-1994, 04:37:30, 21960, 90, Sleep stage W, 
28-7月-1994, 04:39:00, 22050, 90, Sleep stage 1, 
28-7月-1994, 04:40:30, 22140, 30, Sleep stage W, 
28-7月-1994, 04:41:00, 22170, 90, Sleep stage 1, 
28-7月-1994, 04:42:30, 22260, 210, Sleep stage 2, 
28-7月-1994, 04:46:00, 22470, 2760, Sleep stage R, 
28-7月-1994, 05:32:00, 25230, 2430, Sleep stage 2, 
28-7月-1994, 06:12:30, 27660, 60, Sleep stage W, 
28-7月-1994, 06:13:30, 27720, 30, Sleep stage 1, 
28-7月-1994, 06:14:00, 27750, 30, Sleep stage 2, 
28-7月-1994, 06:14:30, 27780, 60, Sleep stage 1, 
28-7月-1994, 06:15:30, 27840, 300, Sleep stage 2, 
28-7月-1994, 06:20:30, 28140, 30, Movement time, 
28-7月-1994, 06:21:00, 28170, 720, Sleep stage 2, 
28-7月-1994, 06:33:00, 28890, 1260, Sleep stage R, 
28-7月-1994, 06:54:00, 30150, 240, Sleep stage 2, 
28-7月-1994, 06:58:00, 30390, 30, Sleep stage 1, 
28-7月-1994, 06:58:30, 30420, 360, Sleep stage 2, 
28-7月-1994, 07:04:30, 30780, 60, Sleep stage 1, 
28-7月-1994, 07:05:30, 30840, 60, Sleep stage W, 
28-7月-1994, 07:06:30, 30900, 60, Sleep stage 1, 
28-7月-1994, 07:07:30, 30960, 90, Sleep stage W, 
28-7月-1994, 07:09:00, 31050, 120, Sleep stage 1, 
28-7月-1994, 07:11:00, 31170, 30, Sleep stage W, 
28-7月-1994, 07:11:30, 31200, 180, Sleep stage 1, 
28-7月-1994, 07:14:30, 31380, 60, Sleep stage 2, 
28-7月-1994, 07:15:30, 31440, 90, Sleep stage W, 
28-7月-1994, 07:17:00, 31530, 90, Sleep stage 1, 
