Date, Time, Recording onset, Duration, Annotation, Linked channel
26-7月-1994, 00:02:00, 30, 750, Sleep stage W, 
26-7月-1994, 00:14:30, 780, 210, Sleep stage 1, 
26-7月-1994, 00:18:00, 990, 690, Sleep stage 2, 
26-7月-1994, 00:29:30, 1680, 210, Sleep stage 3, 
26-7月-1994, 00:33:00, 1890, 300, Sleep stage 4, 
26-7月-1994, 00:38:00, 2190, 60, Sleep stage 3, 
26-7月-1994, 00:39:00, 2250, 60, Sleep stage 2, 
26-7月-1994, 00:40:00, 2310, 120, Sleep stage 3, 
26-7月-1994, 00:42:00, 2430, 30, Sleep stage 4, 
26-7月-1994, 00:42:30, 2460, 30, Sleep stage 3, 
26-7月-1994, 00:43:00, 2490, 1740, Sleep stage 4, 
26-7月-1994, 01:12:00, 4230, 60, Sleep stage W, 
26-7月-1994, 01:13:00, 4290, 90, Sleep stage 1, 
26-7月-1994, 01:14:30, 4380, 300, Sleep stage 2, 
26-7月-1994, 01:19:30, 4680, 120, Sleep stage R, 
26-7月-1994, 01:21:30, 4800, 60, Sleep stage 2, 
26-7月-1994, 01:22:30, 4860, 90, Sleep stage R, 
26-7月-1994, 01:24:00, 4950, 60, Sleep stage 2, 
26-7月-1994, 01:25:00, 5010, 60, Sleep stage R, 
26-7月-1994, 01:26:00, 5070, 90, Sleep stage 1, 
26-7月-1994, 01:27:30, 5160, 450, Sleep stage R, 
26-7月-1994, 01:35:00, 5610, 1050, Sleep stage 2, 
26-7月-1994, 01:52:30, 6660, 30, Sleep stage W, 
26-7月-1994, 01:53:00, 6690, 30, Sleep stage 1, 
26-7月-1994, 01:53:30, 6720, 90, Sleep stage 2, 
26-7月-1994, 01:55:00, 6810, 30, Sleep stage 1, 
26-7月-1994, 01:55:30, 6840, 120, Sleep stage 2, 
26-7月-1994, 01:57:30, 6960, 30, Sleep stage 1, 
26-7月-1994, 01:58:00, 6990, 240, Sleep stage 2, 
26-7月-1994, 02:02:00, 7230, 30, Sleep stage 1, 
26-7月-1994, 02:02:30, 7260, 210, Sleep stage 2, 
26-7月-1994, 02:06:00, 7470, 330, Sleep stage 3, 
26-7月-1994, 02:11:30, 7800, 30, Sleep stage 4, 
26-7月-1994, 02:12:00, 7830, 90, Sleep stage 3, 
26-7月-1994, 02:13:30, 7920, 300, Sleep stage 4, 
26-7月-1994, 02:18:30, 8220, 30, Sleep stage 3, 
26-7月-1994, 02:19:00, 8250, 60, Sleep stage 4, 
26-7月-1994, 02:20:00, 8310, 30, Sleep stage 3, 
26-7月-1994, 02:20:30, 8340, 120, Sleep stage 2, 
26-7月-1994, 02:22:30, 8460, 60, Sleep stage W, 
26-7月-1994, 02:23:30, 8520, 90, Sleep stage 1, 
26-7月-1994, 02:25:00, 8610, 30, Sleep stage 2, 
26-7月-1994, 02:25:30, 8640, 60, Sleep stage 1, 
26-7月-1994, 02:26:30, 8700, 30, Sleep stage 2, 
26-7月-1994, 02:27:00, 8730, 30, Sleep stage 1, 
26-7月-1994, 02:27:30, 8760, 30, Sleep stage 2, 
26-7月-1994, 02:28:00, 8790, 60, Sleep stage 1, 
26-7月-1994, 02:29:00, 8850, 30, Sleep stage 2, 
26-7月-1994, 02:29:30, 8880, 30, Sleep stage 1, 
26-7月-1994, 02:30:00, 8910, 60, Sleep stage 2, 
26-7月-1994, 02:31:00, 8970, 30, Sleep stage W, 
26-7月-1994, 02:31:30, 9000, 30, Sleep stage 1, 
26-7月-1994, 02:32:00, 9030, 30, Sleep stage W, 
26-7月-1994, 02:32:30, 9060, 30, Sleep stage 1, 
26-7月-1994, 02:33:00, 9090, 30, Sleep stage 2, 
26-7月-1994, 02:33:30, 9120, 60, Sleep stage 1, 
26-7月-1994, 02:34:30, 9180, 30, Sleep stage 2, 
26-7月-1994, 02:35:00, 9210, 60, Sleep stage 1, 
26-7月-1994, 02:36:00, 9270, 30, Sleep stage 2, 
26-7月-1994, 02:36:30, 9300, 150, Sleep stage 1, 
26-7月-1994, 02:39:00, 9450, 30, Sleep stage 2, 
26-7月-1994, 02:39:30, 9480, 60, Sleep stage W, 
26-7月-1994, 02:40:30, 9540, 30, Sleep stage 1, 
