Date, Time, Recording onset, Duration, Annotation, Linked channel
12-9月-1994, 23:24:00, 30, 840, Sleep stage W, 
12-9月-1994, 23:38:00, 870, 150, Sleep stage 1, 
12-9月-1994, 23:40:30, 1020, 630, Sleep stage 2, 
12-9月-1994, 23:51:00, 1650, 30, Sleep stage 3, 
12-9月-1994, 23:51:30, 1680, 30, Sleep stage 2, 
12-9月-1994, 23:52:00, 1710, 60, Sleep stage 3, 
12-9月-1994, 23:53:00, 1770, 90, Sleep stage 2, 
12-9月-1994, 23:54:30, 1860, 180, Sleep stage 3, 
12-9月-1994, 23:57:30, 2040, 120, Sleep stage 4, 
12-9月-1994, 23:59:30, 2160, 120, Sleep stage 3, 
13-9月-1994, 00:01:30, 2280, 30, Sleep stage 4, 
13-9月-1994, 00:02:00, 2310, 150, Sleep stage 3, 
13-9月-1994, 00:04:30, 2460, 90, Sleep stage 4, 
13-9月-1994, 00:06:00, 2550, 30, Sleep stage 3, 
13-9月-1994, 00:06:30, 2580, 30, Sleep stage 4, 
13-9月-1994, 00:07:00, 2610, 30, Sleep stage 3, 
13-9月-1994, 00:07:30, 2640, 60, Sleep stage 4, 
13-9月-1994, 00:08:30, 2700, 30, Sleep stage 3, 
13-9月-1994, 00:09:00, 2730, 390, Sleep stage 4, 
13-9月-1994, 00:15:30, 3120, 30, Sleep stage 3, 
13-9月-1994, 00:16:00, 3150, 180, Sleep stage 4, 
13-9月-1994, 00:19:00, 3330, 60, Sleep stage 3, 
13-9月-1994, 00:20:00, 3390, 60, Sleep stage 4, 
13-9月-1994, 00:21:00, 3450, 30, Sleep stage 3, 
13-9月-1994, 00:21:30, 3480, 30, Sleep stage 2, 
13-9月-1994, 00:22:00, 3510, 60, Sleep stage W, 
13-9月-1994, 00:23:00, 3570, 30, Sleep stage 1, 
13-9月-1994, 00:23:30, 3600, 30, Sleep stage 2, 
13-9月-1994, 00:24:00, 3630, 90, Sleep stage 1, 
13-9月-1994, 00:25:30, 3720, 690, Sleep stage 2, 
13-9月-1994, 00:37:00, 4410, 60, Sleep stage 3, 
13-9月-1994, 00:38:00, 4470, 30, Sleep stage 2, 
13-9月-1994, 00:38:30, 4500, 270, Sleep stage 3, 
13-9月-1994, 00:43:00, 4770, 360, Sleep stage 2, 
13-9月-1994, 00:49:00, 5130, 30, Sleep stage 3, 
13-9月-1994, 00:49:30, 5160, 30, Sleep stage 2, 
13-9月-1994, 00:50:00, 5190, 30, Sleep stage 3, 
13-9月-1994, 00:50:30, 5220, 30, Sleep stage 2, 
13-9月-1994, 00:51:00, 5250, 270, Sleep stage 3, 
13-9月-1994, 00:55:30, 5520, 30, Sleep stage 2, 
13-9月-1994, 00:56:00, 5550, 30, Sleep stage 3, 
13-9月-1994, 00:56:30, 5580, 180, Sleep stage 2, 
13-9月-1994, 00:59:30, 5760, 30, Sleep stage 3, 
13-9月-1994, 01:00:00, 5790, 30, Sleep stage 2, 
13-9月-1994, 01:00:30, 5820, 150, Sleep stage 3, 
13-9月-1994, 01:03:00, 5970, 60, Sleep stage 2, 
13-9月-1994, 01:04:00, 6030, 120, Sleep stage 3, 
13-9月-1994, 01:06:00, 6150, 270, Sleep stage 2, 
13-9月-1994, 01:10:30, 6420, 30, Sleep stage 1, 
13-9月-1994, 01:11:00, 6450, 60, Sleep stage 2, 
13-9月-1994, 01:12:00, 6510, 30, Sleep stage R, 
13-9月-1994, 01:12:30, 6540, 90, Sleep stage 1, 
13-9月-1994, 01:14:00, 6630, 30, Sleep stage 2, 
13-9月-1994, 01:14:30, 6660, 30, Sleep stage R, 
13-9月-1994, 01:15:00, 6690, 30, Sleep stage 2, 
13-9月-1994, 01:15:30, 6720, 30, Sleep stage W, 
13-9月-1994, 01:16:00, 6750, 30, Sleep stage 1, 
13-9月-1994, 01:16:30, 6780, 90, Sleep stage 2, 
13-9月-1994, 01:18:00, 6870, 30, Sleep stage R, 
13-9月-1994, 01:18:30, 6900, 30, Sleep stage 2, 
13-9月-1994, 01:19:00, 6930, 30, Sleep stage R, 
13-9月-1994, 01:19:30, 6960, 30, Sleep stage 2, 
13-9月-1994, 01:20:00, 6990, 60, Sleep stage R, 
13-9月-1994, 01:21:00, 7050, 30, Sleep stage 1, 
13-9月-1994, 01:21:30, 7080, 30, Sleep stage R, 
13-9月-1994, 01:22:00, 7110, 90, Sleep stage 2, 
13-9月-1994, 01:23:30, 7200, 60, Sleep stage R, 
13-9月-1994, 01:24:30, 7260, 30, Sleep stage 1, 
13-9月-1994, 01:25:00, 7290, 30, Sleep stage R, 
13-9月-1994, 01:25:30, 7320, 30, Sleep stage 2, 
13-9月-1994, 01:26:00, 7350, 90, Sleep stage R, 
13-9月-1994, 01:27:30, 7440, 30, Sleep stage 2, 
13-9月-1994, 01:28:00, 7470, 30, Sleep stage R, 
13-9月-1994, 01:28:30, 7500, 30, Sleep stage 2, 
13-9月-1994, 01:29:00, 7530, 60, Sleep stage R, 
13-9月-1994, 01:30:00, 7590, 30, Sleep stage 1, 
13-9月-1994, 01:30:30, 7620, 30, Sleep stage 2, 
13-9月-1994, 01:31:00, 7650, 30, Sleep stage R, 
13-9月-1994, 01:31:30, 7680, 30, Sleep stage 2, 
13-9月-1994, 01:32:00, 7710, 30, Sleep stage R, 
13-9月-1994, 01:32:30, 7740, 510, Sleep stage 2, 
13-9月-1994, 01:41:00, 8250, 30, Sleep stage 3, 
13-9月-1994, 01:41:30, 8280, 120, Sleep stage 2, 
13-9月-1994, 01:43:30, 8400, 30, Sleep stage 3, 
13-9月-1994, 01:44:00, 8430, 30, Sleep stage 2, 
13-9月-1994, 01:44:30, 8460, 150, Sleep stage 3, 
13-9月-1994, 01:47:00, 8610, 90, Sleep stage W, 
13-9月-1994, 01:48:30, 8700, 60, Sleep stage 1, 
13-9月-1994, 01:49:30, 8760, 60, Sleep stage 2, 
13-9月-1994, 01:50:30, 8820, 210, Sleep stage W, 
13-9月-1994, 01:54:00, 9030, 30, Sleep stage 1, 
13-9月-1994, 01:54:30, 9060, 1080, Sleep stage 2, 
13-9月-1994, 02:12:30, 10140, 660, Sleep stage 3, 
13-9月-1994, 02:23:30, 10800, 30, Sleep stage 4, 
13-9月-1994, 02:24:00, 10830, 120, Sleep stage 3, 
13-9月-1994, 02:26:00, 10950, 30, Sleep stage 4, 
13-9月-1994, 02:26:30, 10980, 90, Sleep stage 3, 
13-9月-1994, 02:28:00, 11070, 30, Sleep stage 4, 
13-9月-1994, 02:28:30, 11100, 30, Sleep stage 3, 
13-9月-1994, 02:29:00, 11130, 30, Sleep stage 4, 
13-9月-1994, 02:29:30, 11160, 210, Sleep stage 3, 
13-9月-1994, 02:33:00, 11370, 90, Sleep stage 4, 
13-9月-1994, 02:34:30, 11460, 60, Sleep stage 3, 
13-9月-1994, 02:35:30, 11520, 60, Sleep stage 4, 
13-9月-1994, 02:36:30, 11580, 30, Sleep stage 3, 
13-9月-1994, 02:37:00, 11610, 30, Sleep stage 4, 
13-9月-1994, 02:37:30, 11640, 330, Sleep stage 3, 
13-9月-1994, 02:43:00, 11970, 60, Sleep stage W, 
13-9月-1994, 02:44:00, 12030, 60, Sleep stage 1, 
13-9月-1994, 02:45:00, 12090, 30, Sleep stage 2, 
13-9月-1994, 02:45:30, 12120, 180, Sleep stage R, 
13-9月-1994, 02:48:30, 12300, 30, Sleep stage 1, 
13-9月-1994, 02:49:00, 12330, 840, Sleep stage R, 
13-9月-1994, 03:03:00, 13170, 60, Sleep stage 1, 
13-9月-1994, 03:04:00, 13230, 150, Sleep stage R, 
13-9月-1994, 03:06:30, 13380, 90, Sleep stage 1, 
13-9月-1994, 03:08:00, 13470, 2550, Sleep stage 2, 
13-9月-1994, 03:50:30, 16020, 30, Sleep stage 3, 
13-9月-1994, 03:51:00, 16050, 60, Sleep stage 2, 
13-9月-1994, 03:52:00, 16110, 30, Sleep stage 3, 
13-9月-1994, 03:52:30, 16140, 330, Sleep stage 2, 
13-9月-1994, 03:58:00, 16470, 60, Sleep stage W, 
13-9月-1994, 03:59:00, 16530, 150, Sleep stage 1, 
13-9月-1994, 04:01:30, 16680, 30, Sleep stage 2, 
13-9月-1994, 04:02:00, 16710, 30, Sleep stage R, 
13-9月-1994, 04:02:30, 16740, 30, Sleep stage 1, 
13-9月-1994, 04:03:00, 16770, 30, Sleep stage R, 
13-9月-1994, 04:03:30, 16800, 30, Sleep stage 1, 
13-9月-1994, 04:04:00, 16830, 120, Sleep stage R, 
13-9月-1994, 04:06:00, 16950, 120, Sleep stage 1, 
