Date, Time, Recording onset, Duration, Annotation, Linked channel
12-7月-1994, 23:00:00, 0, 1560, Sleep stage W, 
12-7月-1994, 23:26:00, 1560, 90, Sleep stage 1, 
12-7月-1994, 23:27:30, 1650, 570, Sleep stage 2, 
12-7月-1994, 23:37:00, 2220, 120, Sleep stage 1, 
12-7月-1994, 23:39:00, 2340, 60, Sleep stage 2, 
12-7月-1994, 23:40:00, 2400, 60, Sleep stage 3, 
12-7月-1994, 23:41:00, 2460, 30, Sleep stage 1, 
12-7月-1994, 23:41:30, 2490, 150, Sleep stage 2, 
12-7月-1994, 23:44:00, 2640, 90, Sleep stage 3, 
12-7月-1994, 23:45:30, 2730, 30, Sleep stage 2, 
12-7月-1994, 23:46:00, 2760, 30, Sleep stage 1, 
12-7月-1994, 23:46:30, 2790, 90, Sleep stage 2, 
12-7月-1994, 23:48:00, 2880, 120, Sleep stage W, 
12-7月-1994, 23:50:00, 3000, 60, Sleep stage 1, 
12-7月-1994, 23:51:00, 3060, 240, Sleep stage 2, 
12-7月-1994, 23:55:00, 3300, 240, Sleep stage W, 
12-7月-1994, 23:59:00, 3540, 60, Sleep stage 2, 
13-7月-1994, 00:00:00, 3600, 30, Sleep stage 3, 
13-7月-1994, 00:00:30, 3630, 30, Sleep stage 2, 
13-7月-1994, 00:01:00, 3660, 60, Sleep stage 1, 
13-7月-1994, 00:02:00, 3720, 90, Sleep stage W, 
13-7月-1994, 00:03:30, 3810, 120, Sleep stage 1, 
13-7月-1994, 00:05:30, 3930, 30, Sleep stage 2, 
13-7月-1994, 00:06:00, 3960, 60, Sleep stage 1, 
13-7月-1994, 00:07:00, 4020, 60, Sleep stage 2, 
13-7月-1994, 00:08:00, 4080, 90, Sleep stage 1, 
13-7月-1994, 00:09:30, 4170, 90, Sleep stage W, 
13-7月-1994, 00:11:00, 4260, 30, Sleep stage 1, 
13-7月-1994, 00:11:30, 4290, 150, Sleep stage 2, 
13-7月-1994, 00:14:00, 4440, 30, Sleep stage 3, 
13-7月-1994, 00:14:30, 4470, 180, Sleep stage 2, 
13-7月-1994, 00:17:30, 4650, 60, Sleep stage 3, 
13-7月-1994, 00:18:30, 4710, 30, Sleep stage 2, 
13-7月-1994, 00:19:00, 4740, 120, Sleep stage R, 
13-7月-1994, 00:21:00, 4860, 300, Sleep stage 2, 
13-7月-1994, 00:26:00, 5160, 240, Sleep stage 1, 
13-7月-1994, 00:30:00, 5400, 240, Sleep stage 2, 
13-7月-1994, 00:34:00, 5640, 30, Sleep stage 1, 
13-7月-1994, 00:34:30, 5670, 420, Sleep stage W, 
13-7月-1994, 00:41:30, 6090, 30, Sleep stage 1, 
13-7月-1994, 00:42:00, 6120, 150, Sleep stage 2, 
13-7月-1994, 00:44:30, 6270, 30, Sleep stage 3, 
13-7月-1994, 00:45:00, 6300, 90, Sleep stage 2, 
13-7月-1994, 00:46:30, 6390, 60, Sleep stage 3, 
13-7月-1994, 00:47:30, 6450, 270, Sleep stage 2, 
13-7月-1994, 00:52:00, 6720, 30, Sleep stage 3, 
13-7月-1994, 00:52:30, 6750, 30, Sleep stage 2, 
13-7月-1994, 00:53:00, 6780, 30, Sleep stage 3, 
13-7月-1994, 00:53:30, 6810, 150, Sleep stage 2, 
13-7月-1994, 00:56:00, 6960, 60, Sleep stage 3, 
13-7月-1994, 00:57:00, 7020, 30, Sleep stage 2, 
13-7月-1994, 00:57:30, 7050, 60, Sleep stage 1, 
13-7月-1994, 00:58:30, 7110, 210, Sleep stage 2, 
13-7月-1994, 01:02:00, 7320, 30, Sleep stage 3, 
13-7月-1994, 01:02:30, 7350, 270, Sleep stage 2, 
13-7月-1994, 01:07:00, 7620, 60, Sleep stage 3, 
13-7月-1994, 01:08:00, 7680, 30, Sleep stage 2, 
13-7月-1994, 01:08:30, 7710, 60, Sleep stage 3, 
13-7月-1994, 01:09:30, 7770, 30, Sleep stage 2, 
13-7月-1994, 01:10:00, 7800, 30, Sleep stage 3, 
13-7月-1994, 01:10:30, 7830, 30, Sleep stage 1, 
13-7月-1994, 01:11:00, 7860, 270, Sleep stage 2, 
13-7月-1994, 01:15:30, 8130, 60, Sleep stage 1, 
13-7月-1994, 01:16:30, 8190, 180, Sleep stage 2, 
13-7月-1994, 01:19:30, 8370, 60, Sleep stage 3, 
13-7月-1994, 01:20:30, 8430, 30, Sleep stage 2, 
13-7月-1994, 01:21:00, 8460, 30, Sleep stage 3, 
13-7月-1994, 01:21:30, 8490, 60, Sleep stage 2, 
13-7月-1994, 01:22:30, 8550, 60, Sleep stage 3, 
13-7月-1994, 01:23:30, 8610, 60, Sleep stage 2, 
13-7月-1994, 01:24:30, 8670, 240, Sleep stage R, 
13-7月-1994, 01:28:30, 8910, 90, Sleep stage W, 
13-7月-1994, 01:30:00, 9000, 30, Sleep stage 1, 
13-7月-1994, 01:30:30, 9030, 30, Sleep stage W, 
13-7月-1994, 01:31:00, 9060, 30, Sleep stage 1, 
13-7月-1994, 01:31:30, 9090, 90, Sleep stage W, 
13-7月-1994, 01:33:00, 9180, 60, Sleep stage 1, 
13-7月-1994, 01:34:00, 9240, 630, Sleep stage 2, 
13-7月-1994, 01:44:30, 9870, 30, Sleep stage 3, 
13-7月-1994, 01:45:00, 9900, 60, Sleep stage 2, 
13-7月-1994, 01:46:00, 9960, 60, Sleep stage 3, 
13-7月-1994, 01:47:00, 10020, 150, Sleep stage 2, 
13-7月-1994, 01:49:30, 10170, 30, Sleep stage 3, 
13-7月-1994, 01:50:00, 10200, 390, Sleep stage 2, 
13-7月-1994, 01:56:30, 10590, 30, Sleep stage 1, 
13-7月-1994, 01:57:00, 10620, 180, Sleep stage 2, 
13-7月-1994, 02:00:00, 10800, 30, Sleep stage 3, 
13-7月-1994, 02:00:30, 10830, 60, Sleep stage 2, 
13-7月-1994, 02:01:30, 10890, 90, Sleep stage 3, 
13-7月-1994, 02:03:00, 10980, 60, Sleep stage 2, 
13-7月-1994, 02:04:00, 11040, 90, Sleep stage 3, 
13-7月-1994, 02:05:30, 11130, 240, Sleep stage 4, 
13-7月-1994, 02:09:30, 11370, 30, Sleep stage 3, 
13-7月-1994, 02:10:00, 11400, 60, Sleep stage 4, 
13-7月-1994, 02:11:00, 11460, 30, Sleep stage 3, 
13-7月-1994, 02:11:30, 11490, 690, Sleep stage 4, 
13-7月-1994, 02:23:00, 12180, 30, Sleep stage 3, 
13-7月-1994, 02:23:30, 12210, 30, Sleep stage 2, 
13-7月-1994, 02:24:00, 12240, 240, Sleep stage R, 
13-7月-1994, 02:28:00, 12480, 60, Sleep stage W, 
13-7月-1994, 02:29:00, 12540, 30, Sleep stage 1, 
13-7月-1994, 02:29:30, 12570, 60, Sleep stage 2, 
13-7月-1994, 02:30:30, 12630, 420, Sleep stage R, 
13-7月-1994, 02:37:30, 13050, 60, Sleep stage 1, 
13-7月-1994, 02:38:30, 13110, 120, Sleep stage 2, 
13-7月-1994, 02:40:30, 13230, 330, Sleep stage W, 
13-7月-1994, 02:46:00, 13560, 90, Sleep stage 1, 
13-7月-1994, 02:47:30, 13650, 60, Sleep stage 2, 
13-7月-1994, 02:48:30, 13710, 60, Sleep stage 1, 
13-7月-1994, 02:49:30, 13770, 660, Sleep stage 2, 
13-7月-1994, 03:00:30, 14430, 30, Sleep stage 3, 
13-7月-1994, 03:01:00, 14460, 30, Sleep stage 2, 
13-7月-1994, 03:01:30, 14490, 90, Sleep stage 3, 
13-7月-1994, 03:03:00, 14580, 30, Sleep stage 2, 
13-7月-1994, 03:03:30, 14610, 60, Sleep stage 3, 
13-7月-1994, 03:04:30, 14670, 90, Sleep stage 2, 
13-7月-1994, 03:06:00, 14760, 60, Sleep stage 3, 
13-7月-1994, 03:07:00, 14820, 30, Sleep stage 2, 
13-7月-1994, 03:07:30, 14850, 30, Sleep stage 3, 
13-7月-1994, 03:08:00, 14880, 150, Sleep stage 2, 
13-7月-1994, 03:10:30, 15030, 30, Sleep stage 3, 
13-7月-1994, 03:11:00, 15060, 120, Sleep stage 2, 
13-7月-1994, 03:13:00, 15180, 90, Sleep stage 1, 
13-7月-1994, 03:14:30, 15270, 90, Sleep stage W, 
13-7月-1994, 03:16:00, 15360, 30, Sleep stage 1, 
13-7月-1994, 03:16:30, 15390, 240, Sleep stage W, 
13-7月-1994, 03:20:30, 15630, 60, Sleep stage 1, 
13-7月-1994, 03:21:30, 15690, 480, Sleep stage 2, 
13-7月-1994, 03:29:30, 16170, 30, Sleep stage W, 
13-7月-1994, 03:30:00, 16200, 60, Sleep stage 1, 
13-7月-1994, 03:31:00, 16260, 930, Sleep stage 2, 
13-7月-1994, 03:46:30, 17190, 30, Sleep stage 3, 
13-7月-1994, 03:47:00, 17220, 240, Sleep stage 2, 
13-7月-1994, 03:51:00, 17460, 30, Sleep stage 3, 
13-7月-1994, 03:51:30, 17490, 240, Sleep stage 2, 
13-7月-1994, 03:55:30, 17730, 90, Sleep stage W, 
13-7月-1994, 03:57:00, 17820, 30, Sleep stage 1, 
13-7月-1994, 03:57:30, 17850, 540, Sleep stage W, 
13-7月-1994, 04:06:30, 18390, 90, Sleep stage 1, 
13-7月-1994, 04:08:00, 18480, 30, Sleep stage W, 
13-7月-1994, 04:08:30, 18510, 30, Sleep stage 1, 
13-7月-1994, 04:09:00, 18540, 60, Sleep stage W, 
13-7月-1994, 04:10:00, 18600, 120, Sleep stage 1, 
13-7月-1994, 04:12:00, 18720, 210, Sleep stage W, 
13-7月-1994, 04:15:30, 18930, 60, Sleep stage 1, 
13-7月-1994, 04:16:30, 18990, 30, Sleep stage 2, 
13-7月-1994, 04:17:00, 19020, 60, Sleep stage 1, 
13-7月-1994, 04:18:00, 19080, 1140, Sleep stage 2, 
13-7月-1994, 04:37:00, 20220, 270, Sleep stage W, 
13-7月-1994, 04:41:30, 20490, 90, Sleep stage 1, 
13-7月-1994, 04:43:00, 20580, 60, Sleep stage 2, 
13-7月-1994, 04:44:00, 20640, 60, Sleep stage 1, 
13-7月-1994, 04:45:00, 20700, 30, Sleep stage 2, 
13-7月-1994, 04:45:30, 20730, 30, Sleep stage 1, 
13-7月-1994, 04:46:00, 20760, 570, Sleep stage 2, 
13-7月-1994, 04:55:30, 21330, 60, Sleep stage 1, 
13-7月-1994, 04:56:30, 21390, 990, Sleep stage 2, 
13-7月-1994, 05:13:00, 22380, 30, Sleep stage W, 
13-7月-1994, 05:13:30, 22410, 60, Sleep stage 1, 
13-7月-1994, 05:14:30, 22470, 360, Sleep stage 2, 
13-7月-1994, 05:20:30, 22830, 30, Sleep stage 3, 
13-7月-1994, 05:21:00, 22860, 210, Sleep stage 2, 
13-7月-1994, 05:24:30, 23070, 720, Sleep stage R, 
13-7月-1994, 05:36:30, 23790, 30, Sleep stage 1, 
13-7月-1994, 05:37:00, 23820, 420, Sleep stage R, 
13-7月-1994, 05:44:00, 24240, 30, Sleep stage W, 
13-7月-1994, 05:44:30, 24270, 60, Sleep stage 1, 
13-7月-1994, 05:45:30, 24330, 120, Sleep stage 2, 
13-7月-1994, 05:47:30, 24450, 240, Sleep stage R, 
13-7月-1994, 05:51:30, 24690, 30, Sleep stage W, 
13-7月-1994, 05:52:00, 24720, 60, Sleep stage 1, 
13-7月-1994, 05:53:00, 24780, 150, Sleep stage 2, 
13-7月-1994, 05:55:30, 24930, 210, Sleep stage R, 
13-7月-1994, 05:59:00, 25140, 30, Sleep stage 1, 
13-7月-1994, 05:59:30, 25170, 60, Sleep stage 2, 
13-7月-1994, 06:00:30, 25230, 240, Sleep stage R, 
13-7月-1994, 06:04:30, 25470, 30, Sleep stage 1, 
13-7月-1994, 06:05:00, 25500, 120, Sleep stage 2, 
13-7月-1994, 06:07:00, 25620, 810, Sleep stage R, 
13-7月-1994, 06:20:30, 26430, 30, Sleep stage W, 
13-7月-1994, 06:21:00, 26460, 30, Sleep stage 1, 
13-7月-1994, 06:21:30, 26490, 480, Sleep stage 2, 
13-7月-1994, 06:29:30, 26970, 180, Sleep stage 3, 
13-7月-1994, 06:32:30, 27150, 30, Sleep stage 4, 
13-7月-1994, 06:33:00, 27180, 30, Sleep stage 3, 
13-7月-1994, 06:33:30, 27210, 30, Sleep stage 2, 
13-7月-1994, 06:34:00, 27240, 210, Sleep stage 3, 
13-7月-1994, 06:37:30, 27450, 30, Sleep stage 4, 
13-7月-1994, 06:38:00, 27480, 30, Sleep stage 3, 
13-7月-1994, 06:38:30, 27510, 30, Sleep stage 4, 
13-7月-1994, 06:39:00, 27540, 60, Sleep stage 3, 
13-7月-1994, 06:40:00, 27600, 30, Sleep stage 4, 
13-7月-1994, 06:40:30, 27630, 90, Sleep stage 3, 
13-7月-1994, 06:42:00, 27720, 60, Sleep stage 4, 
13-7月-1994, 06:43:00, 27780, 120, Sleep stage 3, 
13-7月-1994, 06:45:00, 27900, 270, Sleep stage 2, 
13-7月-1994, 06:49:30, 28170, 30, Sleep stage 3, 
13-7月-1994, 06:50:00, 28200, 180, Sleep stage 2, 
13-7月-1994, 06:53:00, 28380, 30, Sleep stage 3, 
13-7月-1994, 06:53:30, 28410, 150, Sleep stage 2, 
13-7月-1994, 06:56:00, 28560, 30, Sleep stage 3, 
13-7月-1994, 06:56:30, 28590, 30, Sleep stage 2, 
13-7月-1994, 06:57:00, 28620, 30, Sleep stage 4, 
