Date, Time, Recording onset, Duration, Annotation, Linked channel
15-7月-1994, 23:46:30, 750, 90, Sleep stage 1, 
15-7月-1994, 23:48:00, 840, 60, Sleep stage W, 
15-7月-1994, 23:49:00, 900, 120, Sleep stage 1, 
15-7月-1994, 23:51:00, 1020, 60, Sleep stage W, 
15-7月-1994, 23:52:00, 1080, 120, Sleep stage 1, 
15-7月-1994, 23:54:00, 1200, 90, Sleep stage W, 
15-7月-1994, 23:55:30, 1290, 390, Sleep stage 1, 
16-7月-1994, 00:02:00, 1680, 30, Sleep stage 2, 
16-7月-1994, 00:02:30, 1710, 60, Sleep stage 1, 
16-7月-1994, 00:03:30, 1770, 30, Sleep stage 2, 
16-7月-1994, 00:04:00, 1800, 30, Sleep stage W, 
16-7月-1994, 00:04:30, 1830, 30, Sleep stage 1, 
16-7月-1994, 00:05:00, 1860, 30, Sleep stage 2, 
16-7月-1994, 00:05:30, 1890, 60, Sleep stage 1, 
16-7月-1994, 00:06:30, 1950, 60, Sleep stage W, 
16-7月-1994, 00:07:30, 2010, 120, Sleep stage 1, 
16-7月-1994, 00:09:30, 2130, 600, Sleep stage 2, 
16-7月-1994, 00:19:30, 2730, 120, Sleep stage 3, 
16-7月-1994, 00:21:30, 2850, 30, Sleep stage 2, 
16-7月-1994, 00:22:00, 2880, 30, Sleep stage 4, 
16-7月-1994, 00:22:30, 2910, 30, Sleep stage 3, 
16-7月-1994, 00:23:00, 2940, 30, Sleep stage 2, 
16-7月-1994, 00:23:30, 2970, 30, Sleep stage 4, 
16-7月-1994, 00:24:00, 3000, 30, Sleep stage 3, 
16-7月-1994, 00:24:30, 3030, 90, Sleep stage 4, 
16-7月-1994, 00:26:00, 3120, 180, Sleep stage 3, 
16-7月-1994, 00:29:00, 3300, 90, Sleep stage 4, 
16-7月-1994, 00:30:30, 3390, 60, Sleep stage 3, 
16-7月-1994, 00:31:30, 3450, 60, Sleep stage 4, 
16-7月-1994, 00:32:30, 3510, 30, Sleep stage 3, 
16-7月-1994, 00:33:00, 3540, 90, Sleep stage 4, 
16-7月-1994, 00:34:30, 3630, 60, Sleep stage 3, 
16-7月-1994, 00:35:30, 3690, 120, Sleep stage 4, 
16-7月-1994, 00:37:30, 3810, 60, Sleep stage 3, 
16-7月-1994, 00:38:30, 3870, 510, Sleep stage 4, 
16-7月-1994, 00:47:00, 4380, 60, Sleep stage 3, 
16-7月-1994, 00:48:00, 4440, 30, Sleep stage 4, 
16-7月-1994, 00:48:30, 4470, 30, Sleep stage 3, 
16-7月-1994, 00:49:00, 4500, 1290, Sleep stage 4, 
16-7月-1994, 01:10:30, 5790, 30, Sleep stage 2, 
16-7月-1994, 01:11:00, 5820, 120, Sleep stage R, 
16-7月-1994, 01:13:00, 5940, 60, Sleep stage 1, 
16-7月-1994, 01:14:00, 6000, 30, Sleep stage 2, 
16-7月-1994, 01:14:30, 6030, 510, Sleep stage R, 
16-7月-1994, 01:23:00, 6540, 180, Sleep stage 2, 
16-7月-1994, 01:26:00, 6720, 30, Sleep stage 3, 
16-7月-1994, 01:26:30, 6750, 30, Sleep stage 2, 
16-7月-1994, 01:27:00, 6780, 60, Sleep stage 3, 
16-7月-1994, 01:28:00, 6840, 60, Sleep stage 2, 
16-7月-1994, 01:29:00, 6900, 90, Sleep stage 3, 
16-7月-1994, 01:30:30, 6990, 30, Sleep stage 4, 
16-7月-1994, 01:31:00, 7020, 60, Sleep stage 3, 
16-7月-1994, 01:32:00, 7080, 510, Sleep stage 4, 
16-7月-1994, 01:40:30, 7590, 30, Sleep stage 3, 
16-7月-1994, 01:41:00, 7620, 90, Sleep stage 2, 
16-7月-1994, 01:42:30, 7710, 60, Sleep stage 1, 
16-7月-1994, 01:43:30, 7770, 30, Sleep stage 2, 
16-7月-1994, 01:44:00, 7800, 30, Sleep stage 1, 
16-7月-1994, 01:44:30, 7830, 450, Sleep stage 2, 
16-7月-1994, 01:52:00, 8280, 120, Sleep stage 3, 
16-7月-1994, 01:54:00, 8400, 930, Sleep stage 4, 
16-7月-1994, 02:09:30, 9330, 60, Sleep stage 3, 
16-7月-1994, 02:10:30, 9390, 30, Sleep stage 2, 
16-7月-1994, 02:11:00, 9420, 90, Sleep stage 4, 
16-7月-1994, 02:12:30, 9510, 30, Sleep stage 2, 
16-7月-1994, 02:13:00, 9540, 30, Sleep stage 1, 
16-7月-1994, 02:13:30, 9570, 360, Sleep stage 2, 
16-7月-1994, 02:19:30, 9930, 30, Sleep stage 1, 
16-7月-1994, 02:20:00, 9960, 90, Sleep stage 2, 
16-7月-1994, 02:21:30, 10050, 510, Sleep stage R, 
16-7月-1994, 02:30:00, 10560, 30, Sleep stage 1, 
16-7月-1994, 02:30:30, 10590, 30, Sleep stage R, 
16-7月-1994, 02:31:00, 10620, 150, Sleep stage 1, 
16-7月-1994, 02:33:30, 10770, 60, Sleep stage 2, 
16-7月-1994, 02:34:30, 10830, 30, Sleep stage 1, 
16-7月-1994, 02:35:00, 10860, 90, Sleep stage 2, 
16-7月-1994, 02:36:30, 10950, 30, Sleep stage 1, 
16-7月-1994, 02:37:00, 10980, 870, Sleep stage 2, 
16-7月-1994, 02:51:30, 11850, 90, Sleep stage 3, 
16-7月-1994, 02:53:00, 11940, 840, Sleep stage 4, 
16-7月-1994, 03:07:00, 12780, 60, Sleep stage 1, 
16-7月-1994, 03:08:00, 12840, 660, Sleep stage 2, 
16-7月-1994, 03:19:00, 13500, 90, Sleep stage 3, 
16-7月-1994, 03:20:30, 13590, 30, Sleep stage 2, 
16-7月-1994, 03:21:00, 13620, 300, Sleep stage 3, 
16-7月-1994, 03:26:00, 13920, 30, Sleep stage 2, 
16-7月-1994, 03:26:30, 13950, 30, Sleep stage 3, 
16-7月-1994, 03:27:00, 13980, 300, Sleep stage 4, 
16-7月-1994, 03:32:00, 14280, 120, Sleep stage 2, 
16-7月-1994, 03:34:00, 14400, 30, Sleep stage 3, 
16-7月-1994, 03:34:30, 14430, 270, Sleep stage R, 
16-7月-1994, 03:39:00, 14700, 30, Sleep stage 1, 
16-7月-1994, 03:39:30, 14730, 210, Sleep stage R, 
16-7月-1994, 03:43:00, 14940, 30, Sleep stage 1, 
16-7月-1994, 03:43:30, 14970, 150, Sleep stage R, 
16-7月-1994, 03:46:00, 15120, 30, Sleep stage 1, 
16-7月-1994, 03:46:30, 15150, 90, Sleep stage R, 
16-7月-1994, 03:48:00, 15240, 90, Sleep stage 1, 
